ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,1,A181009_SSN.wav,The MAILMAN BROUGHT a LETTER.   ,SSN,TypeSPINProc,StimList,the{SPACE}mailamn{SPACE}delivered{SPACE}the{SPACE}letter{ESCAPE},16622,74878,41,1,1
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,2,A181010_SSN.wav,THEY are RIDING their BICYCLES.   ,SSN,TypeSPINProc,StimList,they{SPACE}are{SPACE}riding{SPACE}their{SPACE}bicycles{ESCAPE},20690,97829,42,1,2
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,3,A180916_8T.wav,The CAR HIT a WALL.   ,SSN,TypeSPINProc,StimList,the{SPACE}car{SPACE}hit{SPACE}a{SPACE}wall{ESCAPE},10247,109884,32,1,3
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,4,A181501_1T.wav,A MAN is TURNING the FAUCET.   ,1T,TypeSPINProc,StimList,birds{SPACE}build{SPACE}their{SPACE}nests{SPACE}in{SPACE}trees{ESCAPE},17624,128211,49,1,4
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,5,A180911_8T.wav,The BABY BROKE his CUP.   ,8Talker,TypeSPINProc,StimList,water{ESCAPE},9919,138755,27,1,5
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,6,A181508_1T.wav,SHE BUMPED her HEAD.   ,1T,TypeSPINProc,StimList,she{SPACE}bumped{SPACE}her{SPACE}head{ESCAPE},15273,155042,56,1,6
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,7,A180706_2T.wav,MOTHER GOT a SAUCEPAN.,2Talker,TypeSPINProc,StimList,the{SPACE}ball{SPACE}the{SPACE}color{SPACE}of{SPACE}a{SPACE}lemon{SPACE}is{ESCAPE},21024,176625,6,1,7
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,8,A181504_1T.wav,The SHOP CLOSED for LUNCH.   ,1T,TypeSPINProc,StimList,the{SPACE}ball{SPACE}hit{SPACE}the{SPACE}goal{SPACE}post{ESCAPE},14035,192568,52,1,8
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,9,A180914_8T.wav,The TRAIN is MOVING FAST.   ,SSN,TypeSPINProc,StimList,the{SPACE}train{SPACE}is{SPACE}moving{SPACE}fast{ESCAPE},12620,205519,30,1,9
SPIN,1018,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923076</Frequency><Timestamp dt:dt=""r8"">223331862866</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-07-08T14:04:59Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.003,1,-5885218,07-08-2017,09:04:59,2:04:59 PM,10,A180902_8T.wav,The YOUNG BOY LEFT HOME.   ,8Talker,TypeSPINProc,StimList,the{SPACE}library{ESCAPE},12182,218230,18,1,10
