ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,11,A181505_1T.wav,The DRIVER STARTED the ENGINE.   ,1T,TypeSPINProc,StimList,people{SPACE}wear{SPACE}shoes{SPACE}to{SPACE}start{SPACE}engine{SPACE}{ESCAPE},16969,237381,53,1,11
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,12,A181516_1T.wav,The PUPPY PLAYS with a BALL.   ,1T,TypeSPINProc,StimList,the{SPACE}warplane{SPACE}drops{SPACE}the{SPACE}bomb{SPACE}{ESCAPE},12123,250700,64,1,12
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,13,A180909_8T.wav,The DISHCLOTH is VERY WET.  ,8Talker,TypeSPINProc,StimList,dishwashers{SPACE}{ESCAPE},10253,261563,25,1,13
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,14,A181011_SSN.wav,HE BROKE his LEG.   ,SSN,TypeSPINProc,StimList,{SHIFT}X{ENTER}{ESCAPE},5355,267931,43,1,14
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,15,A181513_1T.wav,THEY WALKED ACROSS the GRASS.   ,1T,TypeSPINProc,StimList,is{SPACE}5{SPACE}cents{SPACE}where{SPACE}my{SPACE}hats{SPACE}{ESCAPE},23700,292426,61,1,15
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,16,A180916_8T.wav,The CAR HIT a WALL.   ,SSN,TypeSPINProc,StimList,car{SPACE}{ESCAPE},12099,305457,32,1,16
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,17,A180703_2T.wav,The FLOOR LOOKED CLEAN. ,2Talker,TypeSPINProc,StimList,people{SPACE}wear{SPACE}shoes{SPACE}to{SPACE}look{SPACE}clean{ESCAPE},18120,324360,3,1,17
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,18,A181510_1T.wav,The RAINCOAT is HANGING UP.  ,1T,TypeSPINProc,StimList,green{SPACE}on{SPACE}day{SPACE}is{SPACE}the{SPACE}first{ENTER}{ESCAPE},12926,343815,58,1,18
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,19,A180907_8T.wav,The FIVE MEN are WORKING.    ,8Talker,TypeSPINProc,StimList,{SHIFT}X{ESCAPE},4957,350462,23,1,19
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,20,A180908_8T.wav,HE LISTENED TO his FATHER.   ,SSN,TypeSPINProc,StimList,you{SPACE}listen{SPACE}to{SPACE}{SHIFT}Mr{.}{SHIFT}Bob{ESCAPE},14880,366117,24,1,20
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,21,A180704_2T.wav,SHE FOUND her PURSE.,2Talker,TypeSPINProc,StimList,{SHIFT}My{SPACE}hat{SPACE}find{SPACE}her{SPACE}in{SPACE}spring{SPACE}{ESCAPE},14826,383412,4,1,21
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,22,A180713_2T.wav,The GIRL has a PICTURE BOOK.   ,2Talker,TypeSPINProc,StimList,the{SPACE}girl{SPACE}had{SPACE}a{SPACE}picture{SPACE}{ESCAPE},9037,392772,13,1,22
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,23,A181512_1T.wav,The DAUGHTER SET the TABLE.   ,1T,TypeSPINProc,StimList,{SHIFT}He{SPACE}had{SPACE}occuped{SPACE}the{SPACE}rainforest{SPACE}{ESCAPE},21330,414882,60,1,23
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,24,A180910_8T.wav,THEY WENT on a VACATION.   ,SSN,TypeSPINProc,StimList,{SHIFT}They{SPACE}went{SPACE}down{SPACE}{ESCAPE},9375,428042,26,1,24
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,25,A180904_8T.wav,SHE STOOD near her WINDOW.   ,8Talker,TypeSPINProc,StimList,{SHIFT}X{SPACE}{ESCAPE},6049,442281,20,1,25
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,26,A181509_1T.wav,THEY MET SOME FRIENDS.   ,1T,TypeSPINProc,StimList,"{SHIFT}His{SPACE}mother{SPACE}and{SPACE}father{,}{SPACE}he{SPACE}made{SPACE}it{SPACE}{ESCAPE}",14603,457568,57,1,26
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,27,A181010_SSN.wav,THEY are RIDING their BICYCLES.   ,SSN,TypeSPINProc,StimList,{SHIFT}They{SPACE}are{SPACE}riding{SPACE}the{SPACE}bicycles{SPACE}{ESCAPE},15143,474391,42,1,27
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,28,A180915_8T.wav,The CHILD DRANK some MILK.   ,SSN,TypeSPINProc,StimList,{CONTROL}the{SPACE}child{SPACE}took{SPACE}{ENTER}{ESCAPE},17907,493270,31,1,28
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,29,A180708_2T.wav,The YOUNG PEOPLE are DANCING.,2Talker,TypeSPINProc,StimList,{SHIFT}have{SPACE}you{SPACE}ever{SPACE}{ESCAPE},12405,507901,8,1,29
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,30,A181507_1T.wav,Some NICE PEOPLE are COMING.   ,1T,TypeSPINProc,StimList,has{SPACE}20{SPACE}days{SPACE}at{SPACE}breakfast{SPACE}{ESCAPE},20789,532867,55,1,30
SPIN,2003,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2923095</Frequency><Timestamp dt:dt=""r8"">15953492135</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-06-26T18:32:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.004,1,-1225805330,06-26-2017,13:32:02,6:32:02 PM,31,A181006_SSN.wav,The KITCHEN CLOCK was WRONG.   ,SSN,TypeSPINProc,StimList,kicthen{SPACE}clock{SPACE}is{SPACE}wrong{SPACE}{ESCAPE},17931,554874,38,1,31
